,building_type_id,building_sqft,general_type,lot_size,residential_units,net_residential_units
937485,20,702.3000000000001,Residential,7023,1.0,0.0
937491,3,665.2,Residential,6652,1.0,0.0
937500,20,679.9000000000001,Residential,6799,1.0,1.0
937543,24,610.9,Residential,6109,1.0,0.0
937548,20,677.2,Residential,6772,1.0,0.0
937562,2,687.4000000000001,Residential,6874,1.0,0.0
937633,2,250.0,Residential,9811,1.0,0.0
937636,24,662.9000000000001,Residential,6629,1.0,0.0
937662,2,663.8000000000001,Residential,6638,1.0,0.0
937670,20,677.5,Residential,6775,1.0,0.0
937672,2,688.3000000000001,Residential,6883,1.0,0.0
937677,24,691.9000000000001,Residential,6919,1.0,0.0
937698,24,641.4000000000001,Residential,6414,1.0,0.0
937733,3,19981.04,Residential,249763,20.0,20.0
937734,24,24987.4,Residential,249874,25.0,25.0
937742,24,623.6,Residential,6236,1.0,0.0
937755,20,649.1,Residential,6491,1.0,0.0
937759,2,596.0,Residential,5960,1.0,0.0
937799,20,670.9000000000001,Residential,6709,1.0,0.0
937809,20,351.5,Residential,3515,1.0,0.0
937829,2,675.1,Residential,6751,1.0,0.0
937855,20,705.3000000000001,Residential,7053,1.0,0.0
937859,24,562.4,Residential,5624,1.0,0.0
937865,20,657.8000000000001,Residential,6578,1.0,0.0
937884,20,1346.8000000000002,Residential,13468,2.0,1.0
937891,3,642.5,Residential,6425,1.0,0.0
937905,2,665.0,Residential,6650,1.0,0.0
938632,3,18678.81,Residential,30621,19.0,6.0
938686,24,73990.7,Residential,105701,74.0,42.0
938687,20,103993.2,Residential,144435,104.0,-34.0
938716,2,9580.32,Residential,13306,10.0,5.0
938723,20,1652.25,Residential,6609,2.0,1.0
938740,3,1548.75,Residential,6195,2.0,1.0
938748,3,6388.5599999999995,Residential,8873,7.0,3.0
938852,17,20061.440000000002,Retail,71648,0.0,0.0
938901,5,137684.02,Office,444142,0.0,0.0
939068,18,4186.98,Retail,9969,0.0,-1.0
939086,18,11866.68,Retail,28254,0.0,0.0
939114,18,6200.88,Retail,14764,0.0,0.0
939133,5,2845.92,Office,6776,0.0,-1.0
939938,3,1010.0,Residential,10100,2.0,1.0
939939,3,997.9000000000001,Residential,9979,1.0,0.0
939941,3,929.8000000000001,Residential,9298,1.0,0.0
940105,18,18335.0,Retail,36670,0.0,0.0
940129,2,250.0,Residential,124,1.0,1.0
940130,2,250.0,Residential,126,1.0,1.0
940131,2,250.0,Residential,79,1.0,1.0
940148,3,19165.35,Residential,127769,20.0,20.0
940666,24,1893.0800000000002,Residential,13522,2.0,1.0
940687,24,4997.7,Residential,16659,5.0,4.0
940751,3,58500.45,Residential,390003,59.0,59.0
941803,3,1076.7,Residential,10767,2.0,2.0
941804,3,685.6800000000001,Residential,8571,1.0,1.0
941958,20,2413.5,Residential,8045,3.0,2.0
941990,24,2946.6,Residential,9822,3.0,2.0
942266,2,46932.75,Residential,312885,47.0,47.0
942285,18,8148.400000000001,Retail,40742,0.0,0.0
942389,17,15642.800000000001,Retail,78214,0.0,0.0
945081,3,2676.7000000000003,Residential,26767,3.0,3.0
945562,3,250.0,Residential,4142,1.0,0.0
945563,20,520.4,Residential,5204,1.0,0.0
945566,20,1284.3000000000002,Residential,12843,2.0,1.0
945567,20,590.5,Residential,5905,1.0,0.0
945571,3,1030.8,Residential,10308,2.0,1.0
945572,2,1642.7,Residential,16427,2.0,1.0
945573,2,695.2,Residential,6952,1.0,0.0
945598,20,712.5,Residential,7125,1.0,0.0
945603,24,1253.3000000000002,Residential,12533,2.0,1.0
945606,20,1598.7,Residential,15987,2.0,1.0
950851,20,1643.75,Residential,6575,2.0,1.0
950863,20,9526.32,Residential,13231,10.0,4.0
950871,2,2803.75,Residential,11215,3.0,2.0
950952,3,1467.5,Residential,5870,2.0,1.0
950956,3,1554.0,Residential,6216,2.0,1.0
950958,20,2481.5,Residential,9926,3.0,2.0
950960,2,6380.5,Residential,12761,7.0,7.0
950966,24,1482.25,Residential,5929,2.0,1.0
950972,24,1602.0,Residential,6408,2.0,1.0
950991,3,2339.75,Residential,9359,3.0,2.0
950994,24,3335.75,Residential,13343,4.0,3.0
950995,24,1684.75,Residential,6739,2.0,1.0
951016,20,2429.25,Residential,9717,3.0,2.0
951028,3,1306.25,Residential,5225,2.0,1.0
951044,2,3630.5,Residential,14522,4.0,3.0
951053,3,3153.5,Residential,12614,4.0,3.0
951068,20,1965.0,Residential,7860,2.0,1.0
951086,3,1585.75,Residential,6343,2.0,1.0
951123,2,1671.25,Residential,6685,2.0,1.0
951127,3,1718.5,Residential,6874,2.0,1.0
951130,20,2412.25,Residential,9649,3.0,2.0
951173,3,2246.0,Residential,8984,3.0,2.0
951177,2,2554.25,Residential,10217,3.0,2.0
951190,24,2529.5,Residential,10118,3.0,2.0
951191,3,2650.0,Residential,10600,3.0,2.0
951198,24,4414.75,Residential,17659,5.0,4.0
951205,2,5063.0,Residential,20252,6.0,5.0
951209,24,9338.5,Residential,18677,10.0,6.0
951529,20,40181.76,Residential,55808,41.0,9.0
951604,3,2464.5,Residential,9858,3.0,2.0
951655,24,4281.5,Residential,17126,5.0,4.0
951762,24,3694.4,Residential,36944,4.0,3.0
951811,20,16262.0,Residential,32524,17.0,15.0
951837,2,2262.0,Residential,9048,3.0,2.0
951888,2,3393.0,Residential,13572,4.0,3.0
951898,3,4449.7,Residential,44497,5.0,4.0
951900,2,3645.0,Residential,36450,4.0,3.0
951933,20,942.7,Residential,9427,1.0,-3.0
951939,24,1054.4,Residential,10544,2.0,1.0
951948,2,691.2,Residential,6912,1.0,0.0
952001,2,1570.3000000000002,Residential,15703,2.0,1.0
952021,2,1304.7,Residential,13047,2.0,1.0
952023,24,1303.8000000000002,Residential,13038,2.0,1.0
952026,24,28046.7,Residential,280467,29.0,-11.0
952116,3,9406.25,Residential,37625,10.0,9.0
952333,24,3430.75,Residential,13723,4.0,3.0
952354,3,8333.75,Residential,33335,9.0,8.0
952359,2,8256.75,Residential,33027,9.0,8.0
952443,20,2587.5,Residential,10350,3.0,2.0
952458,24,2450.25,Residential,9801,3.0,2.0
952475,24,7782.25,Residential,31129,8.0,7.0
952507,24,4261.0,Residential,17044,5.0,4.0
952513,3,4056.5,Residential,16226,5.0,4.0
952688,24,1404.0,Residential,14040,2.0,1.0
952701,2,1466.1200000000001,Residential,36653,2.0,1.0
952716,20,1492.6000000000001,Residential,14926,2.0,1.0
952743,20,1401.0,Residential,14010,2.0,1.0
952754,20,1483.3000000000002,Residential,14833,2.0,1.0
952761,2,1490.2,Residential,14902,2.0,1.0
952795,2,1073.8,Residential,10738,2.0,1.0
952802,20,1693.6000000000001,Residential,16936,2.0,1.0
952805,24,1543.0,Residential,15430,2.0,1.0
952827,20,1767.8000000000002,Residential,17678,2.0,1.0
952831,2,7016.1,Residential,70161,8.0,0.0
952836,20,2298.8,Residential,22988,3.0,2.0
952842,20,3178.3,Residential,31783,4.0,3.0
952846,20,2081.0,Residential,20810,3.0,2.0
953088,24,3737.5,Residential,14950,4.0,3.0
953091,2,4065.5,Residential,16262,5.0,4.0
953093,3,7447.75,Residential,29791,8.0,7.0
953138,20,2331.25,Residential,9325,3.0,2.0
953141,3,3417.75,Residential,13671,4.0,3.0
953145,24,1764.5,Residential,7058,2.0,1.0
953185,24,2894.0,Residential,11576,3.0,2.0
953198,2,5182.5,Residential,20730,6.0,5.0
953204,20,4642.75,Residential,18571,5.0,4.0
953205,20,4464.5,Residential,17858,5.0,4.0
953210,24,7681.5,Residential,30726,8.0,7.0
953367,2,10531.75,Residential,42127,11.0,10.0
953925,24,3617.67,Residential,15729,4.0,3.0
953933,2,3841.25,Residential,15365,4.0,3.0
953946,3,3399.75,Residential,13599,4.0,3.0
953949,2,3344.25,Residential,13377,4.0,3.0
953960,2,3301.25,Residential,13205,4.0,3.0
953977,20,3544.75,Residential,14179,4.0,3.0
953981,2,2282.2400000000002,Residential,14264,3.0,2.0
953990,24,3421.0,Residential,13684,4.0,3.0
954005,2,3135.25,Residential,12541,4.0,3.0
954017,24,3022.25,Residential,12089,4.0,3.0
954086,2,2406.92,Residential,12668,3.0,2.0
954089,24,3337.75,Residential,13351,4.0,3.0
954267,2,2400.5,Residential,9602,3.0,2.0
954291,2,2474.25,Residential,9897,3.0,2.0
954303,2,2492.75,Residential,9971,3.0,2.0
954368,3,2359.0,Residential,9436,3.0,2.0
954424,2,2432.0,Residential,9728,3.0,2.0
954426,2,2676.0,Residential,10704,3.0,2.0
954433,3,2830.0,Residential,11320,3.0,2.0
954440,24,2808.25,Residential,11233,3.0,2.0
954470,20,5670.75,Residential,22683,6.0,5.0
954509,3,13684.0,Residential,27368,14.0,8.0
954519,24,2373.5,Residential,9494,3.0,2.0
954520,24,2330.75,Residential,9323,3.0,2.0
954521,24,2111.5,Residential,8446,3.0,2.0
954522,20,2236.25,Residential,8945,3.0,2.0
954523,24,2216.25,Residential,8865,3.0,2.0
954524,20,2214.5,Residential,8858,3.0,2.0
954525,20,2270.5,Residential,9082,3.0,2.0
954526,2,2337.25,Residential,9349,3.0,2.0
954527,24,2211.5,Residential,8846,3.0,2.0
954528,24,2144.5,Residential,8578,3.0,2.0
954529,2,2395.0,Residential,9580,3.0,2.0
954530,20,2095.25,Residential,8381,3.0,2.0
954532,3,19263.6,Residential,26755,20.0,8.0
954533,24,6586.5599999999995,Residential,9148,7.0,3.0
954590,20,2401.5,Residential,9606,3.0,2.0
954626,3,2333.0,Residential,9332,3.0,2.0
954630,2,2358.25,Residential,9433,3.0,2.0
954660,3,2421.25,Residential,9685,3.0,2.0
954681,24,2338.25,Residential,9353,3.0,2.0
954740,2,3382.0,Residential,13528,4.0,3.0
954747,24,3122.75,Residential,12491,4.0,3.0
954757,2,2277.4900000000002,Residential,13397,3.0,2.0
954788,2,3237.25,Residential,12949,4.0,3.0
954898,24,3023.52,Residential,12598,4.0,3.0
955351,24,2401.0,Residential,9604,3.0,2.0
955410,2,3097.75,Residential,12391,4.0,3.0
955432,20,2742.75,Residential,10971,3.0,2.0
955439,2,2247.0,Residential,8988,3.0,2.0
955486,20,3448.25,Residential,13793,4.0,3.0
955525,20,2282.0,Residential,9128,3.0,2.0
955528,2,2704.25,Residential,10817,3.0,2.0
955580,5,55885.619999999995,Office,133061,0.0,0.0
955590,2,3369.3599999999997,Residential,14039,4.0,3.0
955611,3,3189.75,Residential,12759,4.0,3.0
955657,2,3693.25,Residential,14773,4.0,3.0
955670,24,3259.5,Residential,13038,4.0,3.0
955692,20,2042.25,Residential,8169,3.0,2.0
955755,3,2393.1,Residential,13295,3.0,2.0
955767,20,2114.75,Residential,8459,3.0,2.0
955781,24,135996.47999999998,Residential,188884,136.0,76.0
956050,24,5654.0,Residential,22616,6.0,5.0
956052,2,10111.5,Residential,40446,11.0,10.0
956184,20,2228.0,Residential,8912,3.0,2.0
956185,20,2397.5,Residential,9590,3.0,2.0
956204,3,2181.75,Residential,8727,3.0,2.0
956222,2,2330.75,Residential,9323,3.0,2.0
956331,24,2752.75,Residential,11011,3.0,2.0
956345,3,2260.75,Residential,9043,3.0,2.0
956348,24,3130.75,Residential,12523,4.0,3.0
956351,3,2818.0,Residential,11272,3.0,2.0
956363,3,3627.75,Residential,14511,4.0,3.0
956368,20,2945.25,Residential,11781,3.0,2.0
956382,24,1728.9,Residential,10170,2.0,1.0
956393,24,1899.59,Residential,17269,2.0,1.0
956399,20,461.64,Residential,11541,1.0,0.0
957884,24,5036.75,Residential,20147,6.0,5.0
957891,2,4850.25,Residential,19401,5.0,4.0
957893,20,6144.0,Residential,24576,7.0,6.0
957895,24,4994.75,Residential,19979,5.0,4.0
957901,3,5230.75,Residential,20923,6.0,5.0
957902,2,4953.25,Residential,19813,5.0,4.0
957907,24,4907.75,Residential,19631,5.0,4.0
957958,20,5151.75,Residential,20607,6.0,5.0
957959,2,6759.0,Residential,27036,7.0,6.0
957993,3,4392.0,Residential,17568,5.0,4.0
958047,3,5094.5,Residential,20378,6.0,5.0
958076,24,4081.25,Residential,16325,5.0,4.0
958106,3,3934.25,Residential,15737,4.0,3.0
958486,2,6238.5,Residential,24954,7.0,6.0
958494,3,42418.799999999996,Residential,58915,43.0,8.0
958506,20,12110.699999999999,Residential,57670,13.0,12.0
958510,24,2774.25,Residential,11097,3.0,2.0
958519,2,2650.5,Residential,10602,3.0,2.0
958531,3,3225.0,Residential,12900,4.0,3.0
958545,24,2612.25,Residential,10449,3.0,2.0
958555,17,250.0,Retail,52611,0.0,0.0
958585,24,2350.25,Residential,9401,3.0,2.0
958619,20,893.75,Residential,8125,1.0,0.0
958664,3,2700.0,Residential,10800,3.0,2.0
959737,20,12662.25,Residential,50649,13.0,12.0
959761,24,8639.75,Residential,34559,9.0,8.0
959765,3,11269.0,Residential,45076,12.0,11.0
959866,20,2298.25,Residential,9193,3.0,2.0
959929,2,4917.25,Residential,19669,5.0,4.0
959958,2,8008.75,Residential,32035,9.0,8.0
959996,24,39344.5,Residential,78689,40.0,40.0
959997,20,3954.5,Residential,15818,4.0,3.0
960084,3,2216.75,Residential,8867,3.0,2.0
960087,2,3791.75,Residential,15167,4.0,3.0
960094,24,2471.5,Residential,9886,3.0,2.0
960110,24,2497.0,Residential,9988,3.0,2.0
960115,3,2562.25,Residential,10249,3.0,2.0
960119,24,2509.5,Residential,10038,3.0,2.0
960228,20,2690.0,Residential,10760,3.0,2.0
961160,5,43014.72,Office,102416,0.0,0.0
961164,3,12073.92,Residential,50308,13.0,12.0
961168,24,18106.75,Residential,72427,19.0,18.0
961205,20,34205.12,Residential,213782,35.0,34.0
961405,20,2330.25,Residential,9321,3.0,2.0
961505,24,2892.25,Residential,11569,3.0,2.0
961631,24,2470.75,Residential,9883,3.0,2.0
961636,20,2661.75,Residential,10647,3.0,2.0
961756,24,5189.0,Residential,20756,6.0,5.0
961815,20,22010.399999999998,Residential,30570,23.0,23.0
961823,2,9931.25,Residential,39725,10.0,9.0
961884,20,10948.48,Residential,68428,11.0,10.0
961951,24,113145.84,Residential,157147,114.0,72.0
961992,24,2023.75,Residential,8095,3.0,2.0
962013,3,135684.0,Residential,188450,136.0,79.0
962107,3,5931.5,Residential,23726,6.0,5.0
962126,2,9251.5,Residential,37006,10.0,9.0
962185,3,9272.5,Residential,37090,10.0,9.0
962196,2,5623.0,Residential,22492,6.0,5.0
962489,17,250.0,Retail,28981,0.0,0.0
962492,17,12072.32,Retail,46432,0.0,0.0
962673,2,3327.5,Residential,13310,4.0,3.0
962678,20,16661.52,Residential,23141,17.0,9.0
962689,3,33471.36,Residential,46488,34.0,18.0
962690,24,3216.0,Residential,12864,4.0,3.0
962879,2,20093.75,Residential,80375,21.0,20.0
962881,2,9011.279999999999,Residential,37547,10.0,9.0
962888,24,20227.0,Residential,101135,21.0,20.0
962901,20,25057.0,Residential,100228,26.0,25.0
963232,3,16248.820000000002,Residential,116063,17.0,16.0
963918,2,4110.5,Residential,16442,5.0,4.0
963953,20,4104.25,Residential,16417,5.0,4.0
963973,24,4377.5,Residential,17510,5.0,4.0
964018,24,3742.5,Residential,14970,4.0,3.0
964087,20,3199.5,Residential,12798,4.0,3.0
965749,20,12737.0,Residential,127370,13.0,-47.0
965804,3,1160.1000000000001,Residential,11601,2.0,1.0
965822,3,930.0,Residential,9300,1.0,0.0
966095,24,5868.8,Residential,58688,6.0,-24.0
966106,2,18827.0,Residential,188270,19.0,-107.0
966108,2,1538.0,Residential,15380,2.0,-16.0
966117,20,1025.9,Residential,10259,2.0,1.0
966247,2,902.1,Residential,9021,1.0,0.0
966375,20,981.0,Residential,9810,1.0,0.0
966430,3,934.1,Residential,9341,1.0,0.0
966465,3,24978.5,Residential,249785,25.0,-83.0
966483,3,1003.1,Residential,10031,2.0,1.0
966485,3,1024.2,Residential,10242,2.0,1.0
968100,20,885.1,Residential,8851,1.0,0.0
972459,9,19269.629999999997,Industrial,66447,0.0,0.0
972465,22,7859.84,Industrial,24562,0.0,0.0
972467,2,115739.28,Residential,160749,116.0,62.0
972476,20,105951.59999999999,Residential,147155,106.0,56.0
972529,20,1879.75,Residential,7519,2.0,1.0
972584,2,1966.25,Residential,7865,2.0,1.0
972604,24,209622.24,Residential,291142,210.0,62.0
972665,20,6973.5,Residential,27894,7.0,6.0
972668,3,79020.0,Residential,109750,80.0,32.0
974131,2,25192.0,Residential,50384,26.0,9.0
974801,2,15951.0,Residential,63804,16.0,15.0
974802,3,18573.25,Residential,74293,19.0,18.0
975209,24,28173.75,Residential,112695,29.0,28.0
975310,20,3297.75,Residential,13191,4.0,3.0
975354,20,3272.75,Residential,13091,4.0,3.0
975411,3,3375.0,Residential,13500,4.0,3.0
975412,20,3572.5,Residential,14290,4.0,3.0
975427,2,2262.75,Residential,9051,3.0,2.0
975447,20,2651.25,Residential,10605,3.0,2.0
975475,3,2656.5,Residential,10626,3.0,2.0
975728,2,2055.6,Residential,34260,3.0,3.0
975742,3,3016.5800000000004,Residential,21547,4.0,3.0
975764,2,1717.0,Residential,6868,2.0,1.0
975779,3,1578.0,Residential,6312,2.0,1.0
975900,20,3336.0,Residential,13344,4.0,3.0
975970,2,10829.0,Residential,43316,11.0,10.0
976109,24,3704.0,Residential,14816,4.0,3.0
976981,20,3744.0,Residential,5200,4.0,3.0
976987,3,9205.75,Residential,36823,10.0,9.0
977015,24,1931.0,Residential,7724,2.0,1.0
977063,3,2208.0,Residential,8832,3.0,2.0
977079,20,2335.0,Residential,9340,3.0,2.0
977085,3,2203.5,Residential,8814,3.0,2.0
977099,3,2245.25,Residential,8981,3.0,2.0
977141,2,2072.75,Residential,8291,3.0,2.0
977143,2,2691.25,Residential,10765,3.0,2.0
977160,24,2233.75,Residential,8935,3.0,2.0
977176,20,2164.5,Residential,8658,3.0,2.0
977182,24,2491.0,Residential,9964,3.0,2.0
977203,24,2227.75,Residential,8911,3.0,2.0
977834,20,2106.25,Residential,8425,3.0,2.0
978434,24,17692.25,Residential,70769,18.0,17.0
978456,2,10050.25,Residential,40201,11.0,11.0
978466,3,28297.25,Residential,113189,29.0,28.0
978476,20,7924.0,Residential,31696,8.0,7.0
978496,20,3599.5,Residential,14398,4.0,3.0
978506,24,3286.5,Residential,13146,4.0,3.0
978931,24,3826.75,Residential,15307,4.0,3.0
978988,2,2490.5,Residential,9962,3.0,2.0
985242,20,3857.6000000000004,Residential,38576,4.0,3.0
985251,20,791.45,Residential,15829,1.0,0.0
985252,2,1995.0,Residential,19950,2.0,1.0
985263,20,3889.3,Residential,38893,4.0,3.0
985272,3,23162.800000000003,Residential,231628,24.0,-156.0
985293,3,3103.0,Residential,31030,4.0,3.0
985299,3,2779.2000000000003,Residential,27792,3.0,2.0
985300,2,2480.9,Residential,24809,3.0,2.0
985309,2,1416.3000000000002,Residential,14163,2.0,1.0
985311,24,3483.6000000000004,Residential,34836,4.0,3.0
985316,3,4393.6,Residential,43936,5.0,5.0
985317,24,2264.5,Residential,22645,3.0,2.0
985318,2,2322.1,Residential,23221,3.0,2.0
985319,2,3672.6000000000004,Residential,36726,4.0,3.0
985324,24,2400.2000000000003,Residential,24002,3.0,2.0
995833,3,43718.100000000006,Residential,437181,44.0,-76.0
995834,2,6128.8,Residential,61288,7.0,6.0
1002474,24,39103.0,Residential,156412,40.0,40.0
1002475,2,19683.0,Residential,39366,20.0,20.0
1060099,3,12693.800000000001,Residential,126938,13.0,12.0
1060208,3,794.2,Residential,7942,1.0,0.0
1060274,24,12087.0,Residential,120870,13.0,11.0
1060283,3,12019.2,Residential,120192,13.0,11.0
1060296,3,857.5,Residential,8575,1.0,0.0
1060463,20,33982.6,Residential,339826,34.0,33.0
1060468,2,16313.6,Residential,163136,17.0,16.0
1060539,3,23874.5,Residential,238745,24.0,23.0
1060769,20,1214.9,Residential,12149,2.0,1.0
1060802,24,1111.6000000000001,Residential,11116,2.0,1.0
1060807,3,1258.5,Residential,12585,2.0,1.0
1060882,20,1298.6000000000001,Residential,12986,2.0,1.0
1060985,3,702.2,Residential,7022,1.0,0.0
1061060,3,1048.2,Residential,10482,2.0,1.0
1061744,2,30015.7,Residential,300157,31.0,30.0
1061810,20,26758.7,Residential,267587,27.0,26.0
1061858,24,6761.400000000001,Residential,67614,7.0,6.0
1061996,24,8336.4,Residential,83364,9.0,8.0
1062043,3,9354.0,Residential,93540,10.0,9.0
1062088,3,8392.4,Residential,83924,9.0,8.0
1062173,2,14629.1,Residential,146291,15.0,15.0
1062257,24,9866.300000000001,Residential,98663,10.0,10.0
1062433,24,1110.6000000000001,Residential,11106,2.0,1.0
1062434,24,956.3000000000001,Residential,9563,1.0,0.0
1062477,24,1074.3,Residential,10743,2.0,1.0
1062490,20,1132.5,Residential,11325,2.0,1.0
1062492,2,876.5,Residential,8765,1.0,0.0
1062501,24,729.1,Residential,7291,1.0,0.0
1062502,24,880.6,Residential,8806,1.0,0.0
1062522,24,807.2,Residential,8072,1.0,0.0
1062576,24,715.2,Residential,7152,1.0,0.0
1062588,2,702.2,Residential,7022,1.0,0.0
1062600,20,702.2,Residential,7022,1.0,0.0
1062609,20,844.3000000000001,Residential,8443,1.0,0.0
1062611,24,773.4000000000001,Residential,7734,1.0,0.0
1062665,24,715.2,Residential,7152,1.0,0.0
1062673,24,715.2,Residential,7152,1.0,0.0
1062696,24,715.2,Residential,7152,1.0,0.0
1062725,24,702.2,Residential,7022,1.0,0.0
1062731,24,715.2,Residential,7152,1.0,0.0
1062737,24,702.2,Residential,7022,1.0,0.0
1062802,24,1314.7,Residential,13147,2.0,1.0
1062839,24,1304.8000000000002,Residential,13048,2.0,1.0
1065161,20,4450.7,Residential,44507,5.0,4.0
1065238,20,4633.400000000001,Residential,46334,5.0,5.0
1067596,2,842.7,Residential,8427,1.0,1.0
1069012,24,862.7,Residential,8627,1.0,0.0
1069036,20,2445.3,Residential,24453,3.0,3.0
1069242,24,2258.2000000000003,Residential,22582,3.0,3.0
1069499,24,2957.6000000000004,Residential,29576,3.0,3.0
1069750,3,41166.600000000006,Residential,411666,42.0,42.0
1072578,24,687.7,Residential,6877,1.0,0.0
1075749,2,45608.600000000006,Residential,456086,46.0,44.0
1075870,24,646.5,Residential,6465,1.0,0.0
1076138,24,532.5,Residential,5325,1.0,0.0
1076859,24,692.4000000000001,Residential,6924,1.0,0.0
1077472,24,493.20000000000005,Residential,4932,1.0,0.0
1077721,24,5091.5,Residential,50915,6.0,5.0
1077722,24,7967.700000000001,Residential,79677,8.0,7.0
1077735,20,6033.400000000001,Residential,60334,7.0,6.0
1078019,20,1785.8000000000002,Residential,17858,2.0,1.0
1078026,2,4588.0,Residential,45880,5.0,4.0
1078028,2,2110.0,Residential,21100,3.0,2.0
1078029,2,2328.1,Residential,23281,3.0,2.0
1078040,3,2990.3,Residential,29903,3.0,2.0
1078086,2,1112.6000000000001,Residential,11126,2.0,1.0
1078099,24,2089.6,Residential,20896,3.0,2.0
1078116,20,1076.5,Residential,10765,2.0,1.0
1078122,24,2742.8,Residential,27428,3.0,2.0
1078147,2,2220.3,Residential,22203,3.0,2.0
